license_no,dba_name,aka_name,facility_type,risk_level,address,city,state,zip,latitude,longitude,ward
2041783,GRANDSLAM-MARATHON,MARATHON,Grocery Store,2,3139-3151 N WESTERN AVE ,CHICAGO,IL,60618,41.93878146,-87.68775521,32
2041814,HASH HOUSE A GO GO,,Restaurant,1,1212 N STATE PKWY ,CHICAGO,IL,60610,41.90431303,-87.62883833,2
2041815,PARADISE CANTINA,,Liquor,3,1212 N STATE PKWY ,CHICAGO,IL,60610,41.90431303,-87.62883833,2
2041830,16TH & MILLARD FOOD,,Grocery Store,2,3638 W 16TH ST ,CHICAGO,IL,60623,41.85906468,-87.716675,24
2041838,SPORTS PEPPA,,Restaurant,2,2806 W LAKE ST ,CHICAGO,IL,60612,41.88434006,-87.69668735,27
2041861,QDOBA GRILL,,Restaurant,1,20 E CHICAGO AVE ,CHICAGO,IL,60611,41.89679772,-87.62735306,42
2041862,JAIHIND FOODS,JAIHIND VEGETARIAN CUISINE,Restaurant,1,2537-2539 W DEVON AVE ,CHICAGO,IL,60659,41.99755417,-87.69377018,50
2041867,Simple Sandwich LLC.,,Catering,1,324 N LEAVITT ST ,CHICAGO,IL,60612,41.88743405,-87.68184949,27
2041879,THE COUSINS RESTAURANT,,Restaurant,1,1463 W LELAND AVE ,CHICAGO,IL,60640,41.96697754,-87.6666311,46
2041899,7-ELEVEN #26210J,7-ELEVEN,Grocery Store,2,2200 W DEVON AVE ,CHICAGO,IL,60659,41.99792158,-87.6850748,50
2041900,7-ELEVEN #26210J,7-ELEVEN,Grocery Store,3,2200 W DEVON AVE ,CHICAGO,IL,60659,41.99792158,-87.6850748,50
2041904,7 ELEVEN #33508,,Grocery Store,2,2181 N CLYBOURN ,CHICAGO,IL,60614,41.92117838,-87.66357939,2
2041905,7 ELEVEN #33508,,Grocery Store,3,2181 N CLYBOURN ,CHICAGO,IL,60614,41.92117838,-87.66357939,2
2041914,MIS PEQUES RESTAURANT,,Restaurant,1,7020 W GRAND AVE ,CHICAGO,IL,60707,41.92365708,-87.80165652,29
2041928,ABC CHOICE,,Grocery Store,3,7903 S ASHLAND ,CHICAGO,IL,60620,41.75021222,-87.66328476,21
2041943,SNARF'S RIVER NORTH,SNARF'S,Restaurant,1,600 W CHICAGO AVE ,CHICAGO,IL,60654,41.89658519,-87.64299618,27
2041979,D & A FOOD MART,,Grocery Store,2,5934 W LAKE AVE ,CHICAGO,IL,60644,41.8880884,-87.77347395,29
2041990,STATE FISH & CHICKEN,,Restaurant,2,2 W 103RD ST STE B,CHICAGO,IL,60628,41.70727358,-87.62358592,9
2042000,SUPERMERCADO GUERRERO,,Grocery Store,1,3100 W CERMAK RD ,CHICAGO,IL,60623,41.85190837,-87.70287599,24
2042004,FAMILY  FURNITURE & DOLLAR,,Grocery Store,3,1602 W 59TH ST ,CHICAGO,IL,60636,41.78685432,-87.66452235,16
2042011,MAMA MADE  MY LUNCH,,Mobile Food Dispenser,3,5481 N NORTHWEST HWY ,CHICAGO,IL,60630,41.98038356,-87.7774766,45
2042014,FASTA PASTA,,Restaurant,2,131 N CLINTON BLDG BOOTH26,CHICAGO,IL,60661,41.88418751,-87.64111967,42
2042016,SWEET SENSATIONS PASTRY,,Bakery,2,1918 W MONTROSE AVE ,CHICAGO,IL,60613,41.96159242,-87.67683111,47
2042017,GROCERY MOMAX,,Grocery Store,1,10203 S COMMERCIAL AVE ,CHICAGO,IL,60617,41.70984923,-87.55216757,10
2042020,THE TWIST,,Restaurant,2,3500 W 59TH ST ,CHICAGO,IL,60629,41.78624118,-87.71077772,23
2042022,Los Dos Primos,,Restaurant,1,3252 N Pulaski RD ,CHICAGO,IL,60641,41.94058792,-87.72737351,30
2042031,SUBWAY,,Restaurant,1,6456 W 63RD ST ,CHICAGO,IL,60638,41.7777511,-87.78356604,13
2042072,Maude's,Maude's Liquor Bar,Restaurant,1,840 W RANDOLPH ST ,CHICAGO,IL,60607,41.88449069,-87.649016,27
2042073,Maude's,Maude's Liquor Bar,Restaurant,1,840 W RANDOLPH ST ,CHICAGO,IL,60607,41.88449069,-87.649016,27
2042082,GRANDE NOODLES,,Restaurant,1,6632 N CLARK ST ,CHICAGO,IL,60626,42.00262823,-87.67232835,49
2042084,DOMINICK'S #2889,DOMINICK'S,Grocery Store,1,5233 N LINCOLN AVE ,CHICAGO,IL,60625,41.9768951,-87.69227967,40
2042086,DOMINICK'S #2889,DOMINICK'S,Grocery Store,1,5233 N LINCOLN AVE ,CHICAGO,IL,60625,41.9768951,-87.69227967,40
2042094,DOMINICK'S #2890,DOMINICK'S,Grocery Store,1,5201 N SHERIDAN RD ,CHICAGO,IL,60640,41.97648167,-87.65483978,48
2042098,DOMINICK'S #2890,DOMINICK'S,Grocery Store,1,5201 N SHERIDAN RD ,CHICAGO,IL,60640,41.97648167,-87.65483978,48
2042108,Subway,,Restaurant,1,4157 W Peterson AVE ,CHICAGO,IL,60646,41.98996531,-87.73343294,39
2042109,HERSHEY,,Restaurant,2,11028 S HALSTED ST ,CHICAGO,IL,60628,41.6932926,-87.64255435,34
2042116,DEVON HALAL SUB & GRILL,,Restaurant,1,2305 W DEVON AVE ,CHICAGO,IL,60659,41.99765846,-87.68767204,50
2042117,AL MEDINA RESTAURANT & GRILL,,Restaurant,1,2319 W DEVON AVE ,CHICAGO,IL,60659,41.99764734,-87.68826118,50
2042118,ROLLAPALOOZA,,Restaurant,1,3344 N HALSTED AVE ,CHICAGO,IL,60657,41.94312984,-87.64951169,44
2042145,FISHSCALE,,Restaurant,2,2053 W 79TH ST ,CHICAGO,IL,60620,41.75009533,-87.6752792,18
2042183,MAMA'Z BEEF,,Restaurant,2,8100 S STONY ISLAND AVE ,CHICAGO,IL,60617,41.74774921,-87.58603742,8
2042188,YOBERRI,,Restaurant,2,2224 N CLARK ST ,CHICAGO,IL,60614,41.9225874,-87.63881264,43
2042222,KELLY'S CUBAN SANDWICH SHOP,,Restaurant,1,2524 S CALIFORNIA AVE ,CHICAGO,IL,60608,41.84560861,-87.6953878,12
2042226,TOKYO LUNCH BOX AND SAKE BAR,TOKYO LUNCH BOX & SAKE BAR,Restaurant,1,300 S RIVERSIDE PLZ ,CHICAGO,IL,60606,41.87797514,-87.63842217,42
2042227,TOKYO LUNCH BOX AND SAKE BAR,TOKYO LUNCH BOX & SAKE BAR,Restaurant,1,300 S RIVERSIDE PLZ ,CHICAGO,IL,60606,41.87797514,-87.63842217,42
2042228,TOKYO LUNCH BOX AND SAKE BAR,TOKYO LUNCH BOX & SAKE BAR,Restaurant,1,300 S RIVERSIDE PLZ ,CHICAGO,IL,60606,41.87797514,-87.63842217,42
2042229,16TH MART,,Grocery Store,2,1600 S KEDZIE AVE ,CHICAGO,IL,60623,41.85902983,-87.705601,24
2042233,AWASH ETHIOPIAN RESTAURANT,,Restaurant,1,6322 N BROADWAY ,CHICAGO,IL,60660,41.99708065,-87.66061649,48
2042265,BENNY'S GRILL CORP.,,Restaurant,1,1236 W 18TH ST ,CHICAGO,IL,60608,41.85803908,-87.65788508,25
2042268,LP EXPRESS TACOS INC,LA PASADITA EXPRESS,Restaurant,1,3722 W BELMONT AVE ,CHICAGO,IL,60618,41.93928136,-87.72082794,30
2042311,BROTHERS DOLLAR & GROCERY,,Grocery Store,3,1329 W 18TH ST ,CHICAGO,IL,60608,41.85778538,-87.66011134,25
2042330,SHRIMPMAX ON CLARK STREET,SHRIMP MAX,Restaurant,1,2665 N CLARK ST ,CHICAGO,IL,60614,41.93135051,-87.64412118,43
2042333,79TH MARKET,,Grocery Store,3,3776 W 79TH ST ,CHICAGO,IL,60652,41.7497502,-87.71732701,18
2042342,YA MBERRY'S KITCHEN INC.,,Restaurant,1,2051 E 79TH ST ,CHICAGO,IL,60649,41.75152283,-87.57394014,8
2042348,ALDI INC # 62,ALDI,Grocery Store,3,6220 N CALIFORNIA AVE ,CHICAGO,IL,60659,41.99462096,-87.69968686,50
2042354,Chili Pepper Mexican Grill,,Restaurant,1,4004 W ADDISON ST ,CHICAGO,IL,60641,41.94647991,-87.72764435,45
2042372,#1 CHOP SUEY,,Restaurant,1,1907 W 87TH ST ,CHICAGO,IL,60620,41.73557827,-87.67078075,21
2042381,DON DIABLO,,Restaurant,1,3749 W FULLERTON AVE ,CHICAGO,IL,60647,41.92443853,-87.7214259,35
2042392,T&T FOODSERVICE,,Wholesale,3,3824 S MORGAN ST ,CHICAGO,IL,60609,41.82449433,-87.65096041,11
2042414,ALBANY MART & GRILL,,Restaurant,3,4749 N ALBANY AVE ,CHICAGO,IL,60625,41.9681042,-87.70587152,33
2042427,SCATTERBRAIN,,Wholesale,1,324 N LEAVITT ST ,CHICAGO,IL,60612,41.88743405,-87.68184949,27
2042435,GOLDEN HOOKS FISH & CHICKEN,,Restaurant,2,3958 W MONROE ST ,CHICAGO,IL,60624,41.87987261,-87.72551692,28
2042438,Los Dos Primos,,Restaurant,1,3552-3554 N PULASKI RD ,CHICAGO,IL,60641,41.94614611,-87.72754094,30
2042451,PRIMO'S PIZZA,,Restaurant,1,250 E 103RD ST ,CHICAGO,IL,60628,41.70738021,-87.6166086,9
2042464,TAMALLI SPACE CHARROS LLC,TAMALLI SPACE CHARROS,Mobile Food Dispenser,3,324 N LEAVITT ST ,CHICAGO,IL,60612,41.88743405,-87.68184949,27
2042480,SUBWAY,,Restaurant,1,11213 S VINCENNES AVE ,CHICAGO,IL,60643,41.68961055,-87.66476887,34
2042497,SWISHER & SWEET II,,Grocery Store,2,6421 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60637,41.77776929,-87.61541728,20
2042512,SHAWARMA INN II,,Restaurant,1,6404 N CALIFORNIA AVE ,CHICAGO,IL,60645,41.99776376,-87.69979572,50
2042555,ICOMPUTE CAFE,,Restaurant,2,2461 N LINCOLN AVE ,CHICAGO,IL,60614,41.92687005,-87.65054031,43
2042561,ANGELS 'R' US KIDZ ACADEMY INC,,Daycare (2 - 6 Years),1,3941-3943 S INDIANA AVE ,CHICAGO,IL,60653,41.82237019,-87.62142025,3
2042566,AVANTI CAFFE,,Restaurant,1,200 W JACKSON BLVD ,CHICAGO,IL,60606,41.8782277,-87.63380479,42
2042572,HILARYS COOKIES,,Restaurant,2,4917 N LINCOLN AVE ,CHICAGO,IL,60625,41.97128054,-87.69009067,40
2042603,BABIL KABOB HOUSE,,Restaurant,1,3951 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96813695,-87.72765333,35
2042610,IKEBUKURO,,Restaurant,1,2002 S WENTWORTH AVE ,CHICAGO,IL,60616,41.8552817,-87.63199264,25
2042631,BIG DELICIOUS PLANET,,Catering,1,412 N WOLCOTT AVE ,CHICAGO,IL,60622,41.88917016,-87.67456035,27
2042634,SOL CROWN COMMUNITY ACADEMY,,School,1,2128 S ST LOUIS ST ,CHICAGO,IL,60623,41.85266155,-87.7125068,24
2042635,OUR LADY OF TEPEYAC HIGH SCHOOL,,School,3,2228 S WHIPPLE ST ,CHICAGO,IL,60623,41.85093475,-87.70169706,12
2042643,TELPOCHCALLI,TELPOCHCALLI (CPS),School,1,2832 W 24TH ST ,CHICAGO,IL,60623,41.84797834,-87.6966316,12
2042652,C S W CAREER ACADEMY CULINARY ARTS HIGH SCHOOL,CSWCA ACADEMY,School,2,1239 S PULASKI RD ,CHICAGO,IL,60623,41.86496597,-87.72498573,24
2042653,CHICAGO WESTSIDE CHRISTIAN SCHOOL,,School,2,1240 S PULASKI RD ,CHICAGO,IL,60623,41.8649426,-87.72527877,24
2042654,ST. GREGORY EPISCOPAL SCHOOL,,School,1,2130 S CENTRAL PARK AVE ,CHICAGO,IL,60623,41.85250437,-87.71517024,24
2042660,ALFREDO MEJIA,,Mobile Food Dispenser,3,3500 W MONTROSE AVE LOT ,CHICAGO,IL,60618,41.9612081,-87.71565027,35
2042662,THE POPCORN BOX,,Restaurant,2,1632 W 95TH ST ,CHICAGO,IL,60643,41.7213049,-87.66397549,19
2042664,AUBURN PARK COMMUNITY DAYCARE,,Daycare Above and Under 2 Years,1,741 W 79TH ST ,CHICAGO,IL,60620,41.75054538,-87.64321884,17
2042668,J & B LIQUORS INC,,Grocery Store,3,12258 S MICHIGAN AVE ,CHICAGO,IL,60628,41.67080641,-87.62043825,9
2042669,QODESH EDUCATIONAL INSTITUTE INC.,,Daycare Above and Under 2 Years,1,2534-38 E 83RD ST ,CHICAGO,IL,60617,41.74462005,-87.5623348,7
2042705,Paquila,,Restaurant,1,5056 W Irving Park RD ,CHICAGO,IL,60641,41.95344087,-87.75455319,45
2042714,TACOS DE LUNA,,Restaurant,1,2255 W TAYLOR ST ,CHICAGO,IL,60612,41.86890481,-87.6834333,28
2042722,JESSICA ASHLEY,,Bakery,2,2300 N LINCOLN PARK WEST ,CHICAGO,IL,60614,41.92390845,-87.63666317,43
2042731,BEST NAAN,,Bakery,2,6352 N OAKLEY AVE ,CHICAGO,IL,60659,41.99750893,-87.68758323,50
2042739,BROWN CAFE CHICAGO,,Restaurant,1,1400 S JEFFERSON ST ,CHICAGO,IL,60607,41.86350135,-87.6422095,11
2042740,ARAMARK EDUCATIONAL,NORTHEASTERN IL. UNIVERSITY,CAFETERIA,1,5500 N ST LOUIS AVE ,CHICAGO,IL,60625,41.98124967,-87.71626385,39
2042746,BARWAQO KABOB,,Restaurant,1,6130 N RAVENSWOOD BLDG ,CHICAGO,IL,60660,41.99291366,-87.67546578,40
2042760,L & P LIQUORS INC,L & P LIQUORS,Liquor,3,4001 W LAWRENCE AVE ,CHICAGO,IL,60630,41.96813178,-87.72808676,39
2042772,GOHYANG FOOD CORPORATION,GOHYANG FOOD,Grocery Store,1,5731 N LINCOLN AVE ,CHICAGO,IL,60659,41.98565732,-87.69919105,40
2042783,HUNGRY BOY,,Restaurant,2,3144 W MARQUETTE RD ,CHICAGO,IL,60629,41.7717936,-87.70230228,17
2042792,PITA BITE,,Restaurant,1,4801 N MILWAUKEE AVE ,CHICAGO,IL,60630,41.96796581,-87.76065246,45
2042801,LITTLE INSPIRATIONS,,Daycare (2 - 6 Years),1,4945 S DORCHESTER AVE BLDG ,CHICAGO,IL,60615,41.80472323,-87.59174587,4
2042823,DELISH DINER,,Restaurant,1,2018 W DIVISION ST ,CHICAGO,IL,60622,41.90328631,-87.67806567,1
2042827,SEATTLE'S BEST COFFEE,,Restaurant,2,50 E ADAMS ST ,CHICAGO,IL,60603,41.8796405,-87.62583248,42
2042845,MR ROYAL FOOD & TOBACCO,,Restaurant,2,1439 W 79TH ST ,CHICAGO,IL,60620,41.75029411,-87.66009229,17
2042848,Saigon Grill,,Restaurant,1,5736 N ELSTON AVE ,CHICAGO,IL,60646,41.9856292,-87.76976502,45
2042858,BAKE FOR ME,,Restaurant,1,321 N CLARK ST ,CHICAGO,IL,60654,41.88808735,-87.63088807,42
2042872,GALAPAGOS CAFE,,Restaurant,1,3800 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96840336,-87.72320711,35
2042890,HOOKS FISH & CHICKEN,,Restaurant,2,4024 W ROOSEVELT RD ,CHICAGO,IL,60624,41.86626841,-87.72611133,24
2042893,CO-OP SAUCE LLC.,,Catering,1,2210 W CHICAGO AVE ,CHICAGO,IL,60622,41.89592754,-87.68245459,2
2042912,THREE PEAS ART LOUNGE,,Restaurant,3,75 E 16TH ST ,CHICAGO,IL,60616,41.86011706,-87.62424756,3
2042957,ZAIBAK BROTHERS & COMPANY,,Wholesale,1,1900 N AUSTIN AVE ,CHICAGO,IL,60639,41.91482043,-87.77555967,29
2042959,MARKOS TACOS & CAFE,,Restaurant,1,946-948 W NEWPORT AVE ,CHICAGO,IL,60657,41.94457214,-87.6537129,44
2042992,PEGGY NOTEBAERT NATURE  MUSEUM,,Restaurant,3,2430 N CANNON DR ,CHICAGO,IL,60614,41.92669578,-87.63430645,43
2042998,NICK'S ON NORTH,,Restaurant,1,3323 W NORTH AVE .,CHICAGO,IL,60647,41.90995972,-87.7104295,26
2043001,HILL OF ANGELS DAYCARE,,Daycare (2 - 6 Years),1,2760 W 111TH ST ,CHICAGO,IL,60655,41.69179966,-87.69069826,19
2043013,7 ELEVEN # 33727A,7 ELEVEN,Grocery Store,1,200 S RACINE ST ,CHICAGO,IL,60607,41.87901072,-87.65720059,28
2043023,ASIAN HUMAN SERVICES,,Daycare (2 - 6 Years),1,2838 W PETERSON AVE ,CHICAGO,IL,60659,41.99054484,-87.70092853,50
2043040,LE FLEUR DE LIS,,Restaurant,1,301-303 E 43RD ST ,CHICAGO,IL,60653,41.81647823,-87.61971619,3
2043043,LAN'S CAFE,,Restaurant,1,450 W 23RD PL ,CHICAGO,IL,60616,41.85008234,-87.63877911,25
2043044,REACH FOR THE STARS CHILD CARE,,Daycare Combo 1586,1,4248 S DR MARTIN L KING JR DR BLDG ,CHICAGO,IL,60653,41.81696613,-87.61694879,3
2043064,STAX CAFE,,Restaurant,1,1401 W TAYLOR ST ,CHICAGO,IL,60607,41.86922879,-87.66170015,28
2043066,SMALL WORLD DAYCARE CENTER,,Daycare Above and Under 2 Years,1,834-836 W 31ST ST FL ,CHICAGO,IL,60608,41.83813278,-87.64783889,11
2043071,COOKIE'S COCKTAIL LOUNGE,,Liquor,3,1024 W 79TH ST ,CHICAGO,IL,60620,41.7506627,-87.64996089,17
2043088,CHICAGO RIVERWALK CAFE,,RIVERWALK,1,117 W RIVERWALK SOUTH ,CHICAGO,IL,60601,41.88695625,-87.63149822,42
2043099,TONNY'S FOOD MARKET INC.,,Grocery Store,2,209 S LOTUS AVE ,CHICAGO,IL,60644,41.87807036,-87.76159666,29
2043102,ADE  DOLLAR PLUS & GROCERY,ADELINA'S DOLLAR STORE,Grocery Store,3,2759 S KOSTNER AVE ,CHICAGO,IL,60623,41.84053731,-87.73402977,22
2043136,WINDY CITY HAND CAR WASH,,CAR WASH,3,3265 W FULLERTON AVE ,CHICAGO,IL,60647,41.92457708,-87.71009461,32
2043152,NANO SUSHI,,Restaurant,1,4256 N WESTERN AVE ,CHICAGO,IL,60618,41.9593807,-87.68877407,47
2043161,LE POULET,,Restaurant,2,3205 N OPAL AVE ,CHICAGO,IL,60634,41.93800881,-87.82248679,38
2043171,ARTHUR'S STORE,,Restaurant,3,3716 W BELMONT AVE ,CHICAGO,IL,60618,41.93928593,-87.72057021,30
2043177,MICHAELS FRESH MARKET,MICHAEL'S FRESH MARKET,Grocery Store,1,1300 E 47TH ST ,CHICAGO,IL,60653,41.80977273,-87.59496089,4
2043185,KING FOOD MART,,Grocery Store,2,12760 S HALSTED ST ,CHICAGO,IL,60628,41.66146668,-87.64150787,34
2043199,ADDI FOOD MART,,Grocery Store,3,5045 W MADISON AVE ,CHICAGO,IL,60644,41.88030583,-87.75171718,28
2043232,GLADYS,,Restaurant,1,6922 S STONY ISLAND AVE ,CHICAGO,IL,60649,41.76902515,-87.58645038,5
2043237,PIZZERIA SONO,SONO WOOD FIRED,Restaurant,1,1582 N CLYBOURN AVE ,CHICAGO,IL,60642,41.91039632,-87.64901127,2
2043238,PIZZERIA SONO,SONO WOOD FIRED,Restaurant,1,1582 N CLYBOURN AVE ,CHICAGO,IL,60642,41.91039632,-87.64901127,2
2043254,KILWIN'S CHOCOLATES & FUDGE IC,KILWIN'S CHOCOLATES & FUDGE,Restaurant,2,1403 N WELLS ST ,CHICAGO,IL,60610,41.90779866,-87.63446225,27
2043260,THE DOCK AT MONTROSE BEACH,,Restaurant,1,4400 N SIMONDS DR ,CHICAGO,IL,60640,41.96390894,-87.63863625,46
2043261,THE DOCK AT MONTROSE BEACH,,Liquor,3,4400 N SIMONDS DR ,CHICAGO,IL,60640,41.96390894,-87.63863625,46
2043262,PRIDE OF CHICAGO,AM PM,Restaurant,3,1221-1223 S Wabash AVE ,CHICAGO,IL,60605,41.86683145,-87.62566961,3
2043282,XONG XONG EXPRESS,,Restaurant,1,1007 W ARGYLE ST ,CHICAGO,IL,60640,41.97319805,-87.65524806,48
2043294,PATHWAYS TO LEARNING CHILD CARE,,Daycare (2 - 6 Years),1,3416-3418 W 79TH ST ,CHICAGO,IL,60652,41.74989198,-87.70801302,18
2043326,CAFE MUSTACHE,,Restaurant,2,2313-2315 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.92335589,-87.69785017,1
2043341,JABRO'S ITALIAN ICE CORNER,,Restaurant,2,5845 W CHICAGO AVE ,CHICAGO,IL,60651,41.89465059,-87.77195924,29
2043351,MON THAI CUISINE,,Restaurant,1,5701 N Clark ST ,CHICAGO,IL,60660,41.9854758,-87.66904057,48
2043367,ALMA'S KITCHEN,,Mobile Food Dispenser,3,4825 W ARTHINGTON ST ,CHICAGO,IL,60644,41.86923621,-87.74589271,29
2043368,RESTAURANT EL MOGOTE,,Restaurant,1,4959 N KEDZIE AVE ,CHICAGO,IL,60625,41.9720021,-87.7084294,33
2043395,MILLER PIZZA CO.,,Restaurant,1,17 W 35TH ST ,CHICAGO,IL,60616,41.83089084,-87.6272382,3
2043402,COMMERCIAL FISH & CHICKEN,,Restaurant,2,2126 E 71ST ST ,CHICAGO,IL,60649,41.76638422,-87.57269447,5
2043403,COMMERCIAL FOOD,,Grocery Store,3,2124 E 71ST ST ,CHICAGO,IL,60649,41.76638359,-87.57277928,5
2043444,MICHAEL'S ON MAIN CAFE,,Restaurant,1,8430 W BRYN  MAWR AVE ,CHICAGO,IL,60631,41.98121021,-87.83801332,41
2043447,POTBELLY SANDWICH WORKS,POTBELLY SANDWICH SHOP,Restaurant,1,5304 N CLARK ST ,CHICAGO,IL,60640,41.97820526,-87.66849069,40
2043451,EL REY DEL TACO & BURRITO,,Restaurant,1,4835-4837 S ARCHER AVE ,CHICAGO,IL,60632,41.80548202,-87.71804072,14
2043470,DEAR SUB,,Restaurant,1,4749 W NORTH AVE ,CHICAGO,IL,60639,41.90952245,-87.74560879,37
2043498,EPIGMENIO ESPINOZA,,,3,4825 W ARTHINGTON ST ,CHICAGO,IL,60644,41.86923621,-87.74589271,29
2043502,SAIGON SISTERS,,Restaurant,1,567 W LAKE ST ,CHICAGO,IL,60661,41.88559429,-87.642526,42
2043525,BIG DELICIOUS PLANET,,Catering,1,412 N WOLCOTT AVE ,CHICAGO,IL,60622,41.88917016,-87.67456035,27
2043539,ROCK 'n ROLL NOODLE COMPANY,,Catering,1,324 N LEAVITT ST ,CHICAGO,IL,60612,41.88743405,-87.68184949,27
2043542,NEXT RESTAURANT,NEXT RESTAURANT/AVIARY,Restaurant,1,953-955 W FULTON MARKET ,CHICAGO,IL,60607,41.88663283,-87.65193719,27
2043543,NEXT RESTAURANT,NEXT RESTAURANT/AVIARY,Restaurant,1,953-955 W FULTON MARKET ,CHICAGO,IL,60607,41.88663283,-87.65193719,27
2043549,La Taberna on Halsted,,Restaurant,1,1301 S HALSTED ST ,CHICAGO,IL,60607,41.8653607,-87.64671741,11
2043550,La Taberna on Halsted,,Restaurant,1,1301 S HALSTED ST ,CHICAGO,IL,60607,41.8653607,-87.64671741,11
2043562,FRITZY'S,,tavern,3,6156 N clark BLDG ,CHICAGO,IL,60660,41.99433122,-87.67029442,40
2043565,ONE STOP SUPERMARKET,,Grocery Store,3,1801 W 51ST ST ,CHICAGO,IL,60609,41.8011656,-87.6697039,16
2043569,NORMA'S PLACE,,Liquor,3,2727 E 92ND ST ,CHICAGO,IL,60617,41.72807102,-87.5568948,7
2043570,PINKY'S MINI MART,,Grocery Store,3,8100 S STONY ISLAND AVE ,CHICAGO,IL,60617,41.74774921,-87.58603742,8
2043579,MICHIGAN CITGO,CITGO,Grocery Store,3,11600-11604 S MICHIGAN AVE ,CHICAGO,IL,60628,41.68250991,-87.6208034,9
2043590,RESTAURANT LA ESPERANZA,,Restaurant,1,1864 S BLUE ISLAND AVE ,CHICAGO,IL,60608,41.85630665,-87.66265894,25
2044937,DUELIRE VINO&CUCINA,,,1,4520 N lincoln BLDG ,CHICAGO,IL,60625,41.96371146,-87.68550578,47
2046635,Las Casas Occupational High School,,School,1,8401 S Saginaw ST ,CHICAGO,IL,60617,41.74263537,-87.55986973,7
2046637,The New Sullivan Elementary School,NEW SULLIVAN ELEMENTARY SCHOOL,School,1,8331 S Mackinaw AVE FL ,CHICAGO,IL,60617,41.7438302,-87.542891,10
2046644,91st South Chicago Apts.,MAHALIA JACKSON,Golden Diner,1,9177 S SOUTH CHICAGO AVE ,CHICAGO,IL,60617,41.72863396,-87.55360265,7
2046645,Our Lady of Heaven,,School,1,2330 E 99th ST ,CHICAGO,IL,60617,41.71542346,-87.56697908,10
2046648,Horace Mann Elementary,,School,1,8050 S Chappel ,CHICAGO,IL,60617,41.74830012,-87.57485274,8
2046649,Banner Academy,,School,1,2330 E 99th ST ,CHICAGO,IL,60617,41.71542346,-87.56697908,10
2046658,AMELIA EARHART  ELEMENTARY,AMELIA EARHART SPECIALTY SCHOOL,School,2,1710 E 93RD ST ,CHICAGO,IL,60617,41.72613498,-87.58217727,8
2046661,THORP ELEM/LEARN CHARTER,,School,1,8914 S BUFFALO AVE BSMT ,CHICAGO,IL,60617,41.73331035,-87.54451462,10
2046662,JANE ADDAMS ELEMENTARY,,School,2,10810 S AVENUE H ,CHICAGO,IL,60617,41.69871497,-87.53301251,10
2046663,LAWRENCE ELEMENTARY,,School,1,9928 S CRANDON AVE FL ,CHICAGO,IL,60617,41.71440176,-87.56716721,7
2046664,BURNHAM ELEMENTARY,,School,1,1903 E 96TH ST FL ,CHICAGO,IL,60617,41.72050221,-87.57759489,7
2046668,BRIGHT ELEMENTARY,,School,2,10740 S CALHOUN AVE FL ,CHICAGO,IL,60617,41.69973969,-87.56212104,10
2046669,BRIGHT ELEMENTARY ANNEX,,School,1,10740 S CALHOUN AVE ,CHICAGO,IL,60617,41.69973969,-87.56212104,10
2046670,SOUTH CHICAGO YMCA,SOUTH CHICAGO SENIOR CENTER,Golden Diner,1,3039 E 91ST ST FL ,CHICAGO,IL,60617,41.72998212,-87.54971598,10
2046675,SACRED HEART SCHOOL,,School,2,2906 E 96TH ST ,CHICAGO,IL,60617,41.72102145,-87.55348266,10
2046676,OUR LADY OF GUADALUPE,,School,2,9050 S BURLEY ST ,CHICAGO,IL,60617,41.7304069,-87.54582298,10
2046677,IMMACULATE CONCEPTION,,School,2,8739 S EXCHANGE AVE ,CHICAGO,IL,60617,41.73619955,-87.55264455,10
2046678,ST. MICHAEL,,School,1,8231 S SOUTH SHORE DR ,CHICAGO,IL,60617,41.74558757,-87.54777584,7
2046679,TAYLOR ELEMENTARY,,School,1,9912 S AVENUE H ,CHICAGO,IL,60617,41.71544589,-87.5330074,10
2046680,ANNUNCIATA SCHOOL,,School,2,3750 E 112TH ST ,CHICAGO,IL,60617,41.69193963,-87.53205799,10
2046681,ST. FRANCIS DE SALES HIGH SCHOOL,,School,1,10155 S EWING AVE ,CHICAGO,IL,60617,41.7104129,-87.53513677,10
2046682,EDWARD COLES ELEMENTARY,,School,1,8441 S Yates AVE STE ,CHICAGO,IL,60617,41.74142687,-87.56593332,7
2046683,WASHINGTON HIGH SCHOOL,,School,1,3535 E 114TH ST ,CHICAGO,IL,60617,41.6881094,-87.5375501,10
2046684,GEORGE WASHINGTON ELEMENTARY,,School,1,3611 E 114TH ST ,CHICAGO,IL,60617,41.68810403,-87.53600985,10
2046685,GALLISTEL LANGUAGE ACADEMY,,School,1,10347 S EWING AVE ,CHICAGO,IL,60617,41.70682232,-87.53513861,10
2046686,BLACK ELEMENTARY,ROBERT A BLACK ELEMENTARY,School,1,9101 S EUCLID ,CHICAGO,IL,60617,41.72965645,-87.57660534,8
2046698,JOSEPH WARREN ELEMENTARY,WARREN ELEMENTARY,School,1,9239 S JEFFERY AVE ,CHICAGO,IL,60617,41.72677474,-87.5753162,7
